stationid,stationname,stationno,lat,lon,nearbusstcnt,nearbusstno,id
1716,"병점","경부선",37.207503,127.032731,12.0,"277102693,233509010,233002537,233002064,233002063,233000950,233000708,233000703,233000702,233000701,233000696,233000695",448
1715,"세류","경부선",37.245025,127.013222,4.0,"201000356,201000203,201000202,201000052",449
1714,"독산","경부선",37.466613,126.889249,10.0,"117900153,117900148,117900147,117900113,117900085,117900002,117900001,117000225,117000182,117000181",450
1712,"화서","경부선",37.283862,126.989627,7.0,"202000240,202000235,202000095,202000090,202000089,200000216,200000211",451
1711,"성균관대","경부선",37.300349,126.97075,26.0,"200509090,200508770,200508730,200508720,200508710,200508700,200508570,200000431,200000402,200000398,200000397,200000396,200000395,200000382,200000304,200000290,200000285,200000251,200000161,200000160,200000104,200000069,200000031,200000027,200000026,200000025",452
1710,"의왕","경부선",37.320852,126.948217,10.0,"226508550,226508540,226000369,226000368,226000161,226000160,226000100,226000099,226000080,226000079",453
1709,"군포","경부선",37.35356,126.948462,12.0,"225509130,225509120,225509080,225508840,225000418,225000280,225000279,225000275,225000254,225000117,225000112,225000058",454
1708,"금정","경부선",37.372215,126.943423,15.0,"277101721,225508770,225508760,225505390,225000460,225000270,225000269,225000195,225000156,225000127,225000126,225000115,225000016,225000011,225000007",455
1707,"명학","경부선",37.384653,126.935433,20.0,"208508610,208508440,208508430,208507870,208507860,208507610,208000321,208000320,208000312,208000286,208000285,208000283,208000281,208000280,208000171,208000128,208000119,208000085,208000080,208000004",456
1706,"안양","경부선",37.401592,126.922874,20.0,"208508160,208508150,208508140,208508130,208500020,208500010,208000350,208000349,208000348,208000347,208000327,208000289,208000288,208000244,208000069,208000068,208000067,208000064,208000044,208000010",457
1705,"관악","경부선",37.419232,126.908706,13.0,"277104406,277102749,208507800,208507670,208000130,208000118,208000092,208000091,208000047,208000041,208000039,208000034,208000018",458
1704,"석수","경부선",37.435047,126.902295,8.0,"208000255,208000037,117900181,117900180,117000321,117000310,117000084,117000015",459
1703,"금천구청","경부선",37.455626,126.89398,10.0,"117900223,117900222,117900167,117900122,117900066,117900054,117900042,117900022,117900016,117000930",460
1701,"구로","경부선",37.503039,126.881966,16.0,"116900217,116900115,116900045,116000608,116000586,116000417,116000391,116000163,116000162,116000161,116000069,116000068,116000061,116000060,116000059,116000004",461
1511,"여주","경강선",37.282308,127.628816,3.0,"237001358,237001357,237001007",462
1510,"세종대왕릉","경강선",37.295309,127.570938,5.0,"237001442,237001329,237001328,237001028,237001027",463
1509,"부발","경강선",37.260192,127.490277,3.0,"230001393,230001151,230001150",464
1508,"이천","경강선",37.265579,127.44226,2.0,"230001276,230001210",465
1507,"신둔도예촌","경강선",37.317185,127.40476,7.0,"230001554,230001553,230001038,230000631,230000313,230000311,230000310",466
1506,"곤지암","경강선",37.351315,127.34674,5.0,"277101651,234001261,234001162,234001160,234000894",467
1505,"초월","경강선",37.374419,127.299,4.0,"234000976,234000364,234000337,234000336",468
1504,"경기광주","경강선",37.399907,127.25263,8.0,"234001204,234001203,234001173,234001172,234001171,234001170,234000323,234000319",469
1503,"삼동","경강선",37.409522,127.20336,8.0,"234001169,234001168,234001167,234001165,234000843,234000842,234000063,234000024",470
1457,"범계","과천선",37.389793,126.950806,21.0,"277103104,277101779,209584900,209508710,209507700,209500010,209000397,209000395,209000394,209000304,209000277,209000135,209000131,209000109,209000095,209000094,209000090,209000083,209000018,209000017,209000016",471
1456,"평촌","과천선",37.394287,126.963883,13.0,"209507690,209507350,209507210,209000396,209000351,209000303,209000295,209000286,209000231,209000107,209000098,209000075,209000054",472
1455,"인덕원","과천선",37.401553,126.976715,6.0,"209000152,209000151,209000142,209000116,209000032,209000031",473
1454,"정부과천청사","과천선",37.426513,126.98978,12.0,"220506100,220506090,220505370,220505320,220000068,220000057,220000054,220000053,220000025,220000013,220000005,220000004",474
1453,"과천","과천선",37.433021,126.996568,10.0,"220505920,220505910,220505850,220000103,220000102,220000099,220000023,220000022,220000007,220000006",475
1452,"대공원","과천선",37.435675,127.006523,0.0,,476
1451,"경마공원","과천선",37.443885,127.007888,4.0,"220506120,220505580,220000113,220000088",477
1450,"선바위","과천선",37.451673,127.002303,8.0,"274115888,274115887,220505820,220505630,220000097,220000058,220000018,220000011",478
1408,"신창(순천향대)","장항선",36.769502,126.951108,0.0,,479
1407,"온양온천","장항선",36.780483,127.003249,0.0,,480
1405,"배방","장항선",36.777629,127.052991,0.0,,481
1404,"탕정","장항선",36.78866,127.08485,0.0,,482
1403,"아산","장항선",36.792053,127.104361,1.0,288500140,483
1402,"쌍용(나사렛대)","장항선",36.793759,127.1214,0.0,,484
1401,"봉명","장항선",36.801215,127.135763,0.0,,485
1329,"춘천","경춘선",37.885054,127.717023,2.0,"250500190,250500010",486
1328,"남춘천","경춘선",37.864007,127.723792,0.0,,487
1327,"김유정","경춘선",37.818466,127.71434,0.0,,488
1326,"강촌","경춘선",37.805723,127.634146,0.0,,489
1325,"백양리","경춘선",37.830779,127.58933,0.0,,490
1324,"굴봉산","경춘선",37.832067,127.557695,0.0,,491
1323,"가평","경춘선",37.814536,127.510739,3.0,"239000941,239000822,239000818",492
1322,"상천","경춘선",37.770246,127.454821,4.0,"239000958,239000957,239000956,239000936",493
1321,"청평","경춘선",37.735488,127.42661,3.0,"277102134,239000903,239000902",494
1320,"대성리","경춘선",37.684071,127.379319,2.0,"239000218,239000215",495
1319,"마석","경춘선",37.652782,127.311767,6.0,"222001453,222001452,222000742,222000012,222000011,222000010",496
1318,"천마산","경춘선",37.658978,127.285379,10.0,"277102678,222001907,222001708,222001707,222001706,222001705,222001628,222001625,222001198,222000191",497
1317,"평내호평","경춘선",37.653225,127.244493,9.0,"222900003,222001310,222001309,222000324,222000175,222000174,222000171,222000170,222000168",498
1316,"금곡","경춘선",37.637382,127.207853,4.0,"222000398,222000397,222000382,222000381",499
1315,"사릉","경춘선",37.65108,127.176933,7.0,"277101966,222001575,222001432,222001431,222000980,222000496,222000495",500
1314,"퇴계원","경춘선",37.648311,127.143952,11.0,"222001085,222001066,222000580,222000579,222000568,222000295,222000294,222000293,222000285,222000284,222000283",501
1313,"별내","경춘선",37.64202,127.12684,6.0,"222001938,222001937,222001540,222001539,221000156,221000123",502
1312,"갈매","경춘선",37.634118,127.114757,9.0,"277104487,277104486,277102939,277102496,221508310,221000374,221000217,221000154,221000125",503
1286,"운천","경의중앙선",37.879942,126.769999,2.0,"229000186,229000183",504
1285,"임진강","경의중앙선",37.888421,126.746765,7.0,"277103937,277103936,229519610,229512280,229001823,229001822,229001821",505
1284,"문산","경의중앙선",37.854619,126.788047,18.0,"229525810,229525540,229524700,229523700,229523690,229515810,229506240,229002871,229002815,229002809,229002808,229002444,229002336,229001417,229000291,229000290,229000289,229000288",506
1283,"파주","경의중앙선",37.815298,126.792783,7.0,"277103716,277103715,229000994,229000636,229000613,229000596,229000592",507
1282,"월롱","경의중앙선",37.796188,126.792587,6.0,"277103935,229001138,229001137,229001068,229000634,229000615",508
1280,"금촌","경의중앙선",37.766217,126.774644,6.0,"229002832,229001345,229000585,229000582,229000506,229000499",509
1279,"금릉","경의중앙선",37.751322,126.765347,5.0,"229001562,229001561,229001134,229000556,229000551",510
1278,"운정","경의중앙선",37.725826,126.767257,12.0,"229510400,229508070,229002371,229002362,229001622,229001579,229001297,229001296,229001130,229000962,229000957,229000956",511
1277,"야당","경의중앙선",37.712327,126.761356,10.0,"229525430,229525420,229525410,229002806,229002805,229001372,229000980,229000979,229000968,229000967",512
1276,"탄현","경의중앙선",37.694023,126.761086,7.0,"241500510,219001107,219000772,219000692,219000691,219000136,219000123",513
1275,"일산","경의중앙선",37.682077,126.769846,7.0,"274124118,274116143,219000500,219000312,219000301,219000064,219000061",514
1274,"풍산","경의중앙선",37.672346,126.786243,20.0,"219514620,219514510,219514480,219514470,219512420,219512330,219510000,219001069,219001058,219001055,219001054,219000921,219000912,219000638,219000608,219000606,219000581,219000172,219000171,219000154",515
1273,"백마","경의중앙선",37.658239,126.794461,4.0,"219500050,219000791,219000045,219000044",516
1272,"곡산","경의중앙선",37.645676,126.801762,4.0,"219513980,219513970,219001007,219001006",517
1271,"능곡","경의중앙선",37.618808,126.820783,7.0,"218512580,218001069,218000520,218000196,218000195,218000194,218000193",518
1270,"행신","경의중앙선",37.612102,126.834146,12.0,"218512230,218512220,218512210,218512200,218511900,218511210,218001038,218001037,218001036,218001035,218001019,218000463",519
1269,"강매","경의중앙선",37.612314,126.843223,23.0,"218515070,218513400,218513120,218512860,218512690,218512180,218512020,218511830,218511200,218511130,218506040,218001257,218001216,218001140,218001115,218001090,218001077,218001033,218001023,218001013,218000970,218000963,218000734",520
1268,"화전","경의중앙선",37.602888,126.868387,15.0,"277103091,277103090,274177962,274177960,218900095,218900094,218512560,218511560,218001067,218001002,218000648,218000647,218000540,218000538,218000302",521
1267,"수색","경의중앙선",37.580842,126.895611,5.0,"113000453,113000452,111000228,111000221,111000006",522
1265,"가좌","경의중앙선",37.568491,126.915487,22.0,"277104683,277104682,113900266,113900164,113000496,113000495,113000442,113000440,113000439,112900159,112900050,112900044,112900009,112000435,112000394,112000026,112000025,112000024,112000022,112000007,112000006,112000005",523
1263,"서강대","경의중앙선",37.551881,126.935711,19.0,"113900308,113900282,113900280,113900230,113900186,113900161,113900127,113900120,113900091,113900040,113900033,113900025,113900024,113000114,113000113,113000080,113000079,113000078,113000077",524
1252,"신촌","경의중앙선",37.557432,126.9397615,17.0,"113900138,113000426,113000419,113000417,112900226,112900186,112900184,112900125,112900041,112000436,112000433,112000392,112000128,112000127,112000063,112000062,112000059",525
1220,"지평","중앙선",37.476393,127.629874,2.0,"240000690,240000689",526
1219,"용문","중앙선",37.48223,127.594647,6.0,"240509520,240509510,240001128,240001127,240000999,240000134",527
1218,"원덕","중앙선",37.468672,127.547076,1.0,240000100,528
1216,"오빈","중앙선",37.506062,127.473868,0.0,,529
1215,"아신","중앙선",37.51382,127.443173,4.0,"240500010,240001218,240001206,240001030",530
1214,"국수","중앙선",37.516169,127.399367,3.0,"240001049,240000846,240000845",531
1213,"신원","중앙선",37.525545,127.372921,2.0,"240000024,240000015",532
1212,"양수","중앙선",37.545981,127.329098,3.0,"277101668,240000277,240000276",533
1211,"운길산","중앙선",37.554669,127.310115,4.0,"222001332,222001331,222001330,222001329",534
1210,"팔당","중앙선",37.547371,127.243939,5.0,"222001140,222001139,222000224,222000218,222000217",535
1209,"도심","중앙선",37.579622,127.222672,8.0,"222520630,222520620,222001740,222001739,222000271,222000270,222000265,222000264",536
1208,"덕소","중앙선",37.586781,127.208832,7.0,"222521420,222001934,222001799,222000861,222000762,222000281,222000276",537
1207,"양정","중앙선",37.60533,127.19364,3.0,"222001054,222000363,222000350",538
1206,"도농","중앙선",37.608806,127.161153,6.0,"222522350,222522340,222001885,222001884,222001321,222001320",539
1205,"구리","중앙선",37.603392,127.143869,25.0,"221507130,221507120,221507110,221507100,221507030,221506150,221505860,221505850,221500050,221500010,221000304,221000303,221000302,221000301,221000295,221000283,221000273,221000272,221000269,221000268,221000266,221000240,221000239,221000118,221000117",540
1204,"양원","중앙선",37.606596,127.107906,7.0,"106000321,106000320,106000259,106000258,106000236,106000235,106000234",541
1203,"망우","중앙선",37.59955,127.091909,7.0,"106000435,106000427,106000318,106000243,106000039,106000002,106000001",542
1201,"중랑","중앙선",37.594917,127.076116,5.0,"106000476,106000301,106000030,106000006,106000005",543
1030,"수서","분당선",37.487425,127.1016645,14.0,"122900080,122900079,122900021,122900007,122900002,122000624,122000623,122000303,122000302,122000301,122000297,122000296,122000295,122000294",544
1028,"대모산입구","분당선",37.491373,127.07272,9.0,"122900066,122900054,122000626,122000291,122000257,122000256,122000255,122000254,122000253",545
1027,"개포동","분당선",37.489116,127.06614,8.0,"122900053,122900013,122000362,122000252,122000251,122000250,122000249,122000248",546
1026,"구룡","분당선",37.486839,127.058856,7.0,"122000366,122000365,122000357,122000239,122000238,122000231,122000230",547
1025,"도곡","분당선",37.491073,127.055319,8.0,"122000618,122000342,122000229,122000225,122000129,122000125,122000117,122000116",548
1024,"한티","분당선",37.496237,127.052873,8.0,"122000228,122000227,122000206,122000205,122000162,122000149,122000119,122000118",549
1023,"선릉","분당선",37.504571,127.048505,9.0,"122000645,122000601,122000600,122000203,122000173,122000156,122000155,122000115,122000111",550
1022,"창동","경원선",37.6530475,127.04754,10.0,"109900173,109900139,109900135,109900079,109000375,109000180,109000179,109000148,109000147,109000061",551
1021,"녹천","경원선",37.644799,127.051269,11.0,"109900170,109900166,109900165,109000416,109000407,109000191,109000190,109000157,109000156,109000155,109000066",552
1020,"월계","경원선",37.633212,127.058831,8.0,"110000392,110000390,110000372,110000238,110000228,110000227,110000226,110000225",553
1019,"광운대","경원선",37.623632,127.061835,6.0,"110900071,110900038,110000235,110000186,110000179,110000178",554
1017,"신이문","경원선",37.601854,127.067325,4.0,"105900059,105000271,105000270,105000167",555
1016,"외대앞","경원선",37.596073,127.063549,6.0,"105900056,105000231,105000217,105000209,105000208,105000207",556
1015,"회기","중앙선",37.58946,127.057583,12.0,"274151607,105900053,105900027,105000234,105000233,105000183,105000039,105000038,105000034,105000033,105000013,105000011",557
1014,"청량리(서울시립대입구)","경원선",37.5803575,127.0464425,11.0,"105000447,105000446,105000442,105000407,105000402,105000228,105000199,105000198,105000028,105000016,105000015",558
1012,"응봉","경원선",37.549946,127.034538,9.0,"103900272,103900175,103900128,103900078,103900074,103900045,103900016,103900013,103000147",559
1011,"옥수","경원선",37.541065,127.0179705,4.0,"103900266,103900218,103900217,103900150",560
1010,"한남","경원선",37.52943,127.009169,14.0,"277103506,277103505,274197448,274197447,274000003,274000002,102000308,102000307,102000283,102000278,102000268,102000267,102000192,102000191",561
1009,"서빙고","경원선",37.519594,126.988537,5.0,"102000243,102000231,102000174,102000173,102000063",562
1008,"이촌(국립중앙박물관)","경원선",37.522361,126.9740695,7.0,"102000263,102000255,102000170,102000169,102000125,102000124,102000123",563
1007,"신도림","경부선",37.508874,126.891114,13.0,"118000002,116900271,116900161,116900130,116000602,116000599,116000576,116000361,116000360,116000016,116000015,116000002,116000001",564
1006,"영등포","경부선",37.515504,126.907628,12.0,"118900064,118000618,118000560,118000544,118000465,118000463,118000240,118000212,118000029,118000027,118000006,118000005",565
1003,"용산","경부선",37.529849,126.964561,14.0,"102900015,102000318,102000317,102000311,102000296,102000295,102000164,102000163,102000162,102000161,102000160,102000159,102000026,102000004",566
1002,"남영","경부선",37.541021,126.9713,13.0,"102900067,102900027,102900026,102900014,102000232,102000136,102000046,102000045,102000037,102000036,102000019,102000018,102000009",567
434,"남태령","4호선",37.463873,126.989134,4.0,"277103903,121000167,120000671,120000061",568
433,"사당","4호선",37.4767465,126.9815975,18.0,"277103537,277101688,274199855,121900214,121900204,121900180,121900044,121900009,121001325,121001324,121001315,121001314,121000473,121000166,121000165,120000059,119900083,119000302",569
432,"총신대입구(이수)","4호선",37.486263,126.981989,16.0,"121900258,121900170,121900120,121900057,121900024,121000532,121000311,121000304,119900196,119900184,119900075,119900044,119900022,119000286,119000092,119000091",570
429,"신용산","4호선",37.52917,126.967894,11.0,"102900015,102000311,102000296,102000295,102000164,102000161,102000160,102000159,102000026,102000004,102000003",571
427,"숙대입구(갈월)","4호선",37.54456,126.972106,18.0,"102900068,102900067,102900028,102900026,102900011,102000241,102000236,102000233,102000136,102000135,102000115,102000114,102000113,102000035,102000034,102000018,102000010,102000009",572
425,"회현(남대문시장)","4호선",37.558514,126.978246,12.0,"277102114,161000357,101000266,101000265,101000264,101000245,101000114,101000047,101000046,101000032,101000030,101000029",573
424,"명동","4호선",37.560989,126.986325,7.0,"161000355,101000325,101000319,101000234,101000116,101000051,101000050",574
423,"충무로","4호선",37.5613185,126.994076,9.0,"161000356,101000320,101000244,101000137,101000056,101000055,101000054,101000053,101000052",575
421,"동대문","4호선",37.5713085,127.0101085,9.0,"101000136,100900132,100900117,100000399,100000365,100000164,100000157,100000156,100000118",576
420,"혜화","4호선",37.582336,127.001844,13.0,"100900199,100900198,100900194,100900193,100900075,100900027,100000407,100000348,100000133,100000132,100000131,100000125,100000124",577
419,"한성대입구(삼선교)","4호선",37.588458,127.006221,16.0,"107900254,107900195,107900128,107900127,107900108,107900107,107900092,107900090,107900069,107900049,107900038,107000509,107000149,107000147,107000146,107000010",578
417,"길음","4호선",37.603407,127.025053,18.0,"107900283,107900281,107900180,107900165,107900149,107900101,107900087,107000239,107000153,107000152,107000151,107000150,107000036,107000035,107000034,107000033,107000004,107000003",579
416,"미아사거리","4호선",37.613292,127.030053,15.0,"108900245,108900171,108900168,108900167,108900085,108900049,108000369,108000339,108000189,108000173,108000172,108000012,108000011,107900100,107900086",580
415,"미아(서울사이버대학)","4호선",37.62667,127.025983,12.0,"108900267,108900266,108900265,108900163,108900105,108900098,108900096,108900091,108000166,108000165,108000164,108000007",581
414,"수유(강북구청)","4호선",37.638052,127.025732,24.0,"108900214,108900213,108900212,108900179,108900178,108900177,108900080,108900072,108900041,108505400,108000378,108000376,108000184,108000161,108000160,108000158,108000120,108000119,108000118,108000117,108000059,108000058,108000004,108000003",582
413,"쌍문","4호선",37.648627,127.034709,11.0,"109900131,109900130,109900116,109900086,109000218,109000173,109000172,109000041,109000040,109000016,109000015",583
410,"상계","4호선",37.660878,127.073572,14.0,"110900125,110900070,110900068,110900005,110000700,110000292,110000291,110000290,110000143,110000141,110000140,110000135,110000134,110000133",584
409,"당고개","4호선",37.670272,127.079066,7.0,"277102128,110000655,110000650,110000389,110000126,110000125,110000124",585
408,"별내별가람","진접선",37.66778,127.11581,11.0,"222519150,222001721,222001522,222001521,222001489,222001488,222001088,222001037,222000676,222000674,222000672",586
406,"오남","진접선",37.705,127.19281,8.0,"222001104,222001103,222000719,222000718,222000619,222000594,222000522,222000471",587
405,"진접","진접선",37.7205,127.2034,13.0,"222001909,222001908,222001556,222001555,222001383,222001382,222001366,222001365,222001364,222001363,222001092,222000695,222000685",588
341,"경찰병원","3호선",37.495918,127.12454,6.0,"123000528,123000524,123000291,123000288,123000287,123000286",589
338,"일원","3호선",37.483681,127.08439,9.0,"122900026,122900004,122900001,122000625,122000622,122000284,122000280,122000279,122000277",590
337,"대청","3호선",37.493514,127.079532,7.0,"122900069,122900067,122900065,122900062,122900028,122000346,122000293",591
336,"학여울","3호선",37.496663,127.070594,7.0,"122000644,122000643,122000627,122000611,122000137,122000135,122000133",592
335,"대치","3호선",37.494612,127.063642,8.0,"122000628,122000619,122000136,122000130,122000128,122000127,122000123,122000122",593
333,"매봉","3호선",37.486947,127.046769,9.0,"122900049,122900011,122000630,122000578,122000544,122000220,122000219,122000213,122000212",594
331,"남부터미널(예술의전당)","3호선",37.485013,127.016189,14.0,"121900233,121900226,121900137,121900026,121500100,121500090,121000524,121000297,121000290,121000082,121000081,121000080,121000033,121000026",595
330,"교대(법원.검찰청)","3호선",37.493493,127.0142265,11.0,"121900217,121900135,121900007,121001320,121000975,121000929,121000094,121000085,121000058,121000027,121000025",596
328,"잠원","3호선",37.512759,127.01122,5.0,"121900244,121900243,121900242,121900114,121900108",597
326,"압구정","3호선",37.527072,127.028461,6.0,"122000731,122000633,122000322,122000049,122000048,122000005",598
324,"금호","3호선",37.548034,127.015872,26.0,"105000466,105000451,103900245,103900244,103900194,103900168,103900140,103900139,103900137,103900135,103900134,103900021,103900007,103900006,103900003,103900002,103900001,103000507,103000506,103000285,103000123,103000066,103000065,103000059,103000057,103000056",599
322,"동대입구","3호선",37.559052,127.005602,9.0,"101000322,101000293,101000284,101000273,101000117,101000100,101000099,101000098,101000097",600
320,"을지로3가","3호선",37.566489,126.992122,7.0,"101000310,101000135,101000062,101000061,101000060,100000155,100000079",601
318,"안국","3호선",37.576477,126.985443,16.0,"100900212,100900189,100900144,100900131,100900092,100900086,100900081,100000410,100000370,100000369,100000346,100000345,100000104,100000103,100000076,100000036",602
317,"경복궁(정부서울청사)","3호선",37.575762,126.97353,15.0,"277103099,274108391,100900177,100900055,100000420,100000419,100000344,100000343,100000183,100000171,100000170,100000032,100000021,100000020,100000019",603
316,"독립문","3호선",37.574571,126.957748,16.0,"112900123,112900119,112900019,112900014,112000402,112000401,112000314,112000278,112000167,112000049,100900214,100900186,100900049,100000241,100000072,100000071",604
315,"무악재","3호선",37.582299,126.950291,9.0,"112000409,112000404,112000400,112000398,112000381,112000380,112000166,112000047,112000046",605
314,"홍제","3호선",37.589066,126.943736,14.0,"112900235,112900153,112900072,112000424,112000413,112000412,112000411,112000408,112000407,112000379,112000378,112000253,112000214,112000043",606
313,"녹번","3호선",37.600927,126.935756,11.0,"111900059,111000938,111000937,111000326,111000291,111000288,111000279,111000273,111000037,111000036,111000015",607
310,"구파발","3호선",37.636763,126.918821,18.0,"277101905,111001130,111001119,111001118,111001117,111001116,111000923,111000915,111000551,111000550,111000477,111000343,111000333,111000295,111000028,111000025,111000012,111000011",608
250,"용두(동대문구청)","2호선",37.574028,127.038091,11.0,"105000418,105000417,105000229,105000080,105000079,105000078,105000075,105000074,105000017,105000006,103900095",609
249,"신정네거리","2호선",37.520074,126.852912,15.0,"114900093,114900091,114900066,114900043,114900015,114900013,114000199,114000198,114000180,114000179,114000177,114000148,114000147,114000109,114000108",610
248,"양천구청","2호선",37.512398,126.865819,8.0,"114000439,114000429,114000106,114000098,114000097,114000089,114000084,114000083",611
247,"도림천","2호선",37.514287,126.882768,5.0,"118000606,118000336,116000600,116000357,116000196",612
245,"신답","2호선",37.57004,127.046481,14.0,"105900042,105000410,105000073,105000005,105000004,103900211,103900208,103900207,103900204,103900203,103000508,103000166,103000165,103000118",613
244,"용답","2호선",37.561904,127.050899,4.0,"103000145,103000133,103000126,103000125",614
242,"아현","2호선",37.557345,126.956141,17.0,"113900312,113900302,113900218,113900159,113000478,113000477,113000124,113000010,112900178,112900152,112900126,112900121,112900078,112000410,112000368,112000056,112000055",615
241,"이대","2호선",37.556733,126.946013,17.0,"113900278,113900229,113900228,113000418,113000411,113000119,113000118,113000117,113000116,112900187,112900185,112900184,112900183,112900055,112000369,112000058,112000057",616
235,"문래","2호선",37.517933,126.89476,12.0,"118900155,118900098,118900096,118900084,118900079,118900053,118900051,118000228,118000227,118000214,118000108,118000107",617
232,"구로디지털단지","2호선",37.485266,126.901401,15.0,"277102075,120000674,120000146,120000001,119000001,116900151,116900118,116900098,116900093,116000440,116000439,116000372,116000138,116000014,116000013",618
231,"신대방","2호선",37.487462,126.913149,10.0,"120000446,120000438,120000435,120000427,120000422,120000123,120000122,119900242,119000115,119000114",619
229,"봉천","2호선",37.482362,126.941892,12.0,"120900178,120900177,120900077,120000454,120000428,120000426,120000412,120000395,120000394,120000156,120000020,120000007",620
228,"서울대입구(관악구청)","2호선",37.481247,126.952739,15.0,"120900050,120000456,120000434,120000429,120000407,120000406,120000397,120000396,120000228,120000150,120000038,120000037,120000032,120000022,120000005",621
227,"낙성대","2호선",37.47693,126.963693,12.0,"120900189,120900119,120900093,120900034,120900029,120900017,120900011,120900007,120000025,120000024,120000003,120000002",622
225,"방배","2호선",37.481426,126.997596,17.0,"121900269,121900264,121900259,121900188,121900118,121900113,121900035,121000516,121000313,121000312,121000307,121000173,121000171,121000170,121000157,121000156,121000153",623
224,"서초","2호선",37.491897,127.007917,10.0,"121900289,121900221,121900191,121900125,121900123,121001329,121001328,121000300,121000060,121000059",624
221,"역삼","2호선",37.500622,127.036456,9.0,"277102188,122000605,122000604,122000201,122000185,122000180,122000179,122000178,122000177",625
219,"삼성(무역센터)","2호선",37.508844,127.06316,20.0,"122900038,122900032,122900031,122000736,122000735,122000676,122000632,122000597,122000582,122000356,122000330,122000148,122000141,122000139,122000098,122000096,122000095,122000094,122000093,115000618",626
217,"잠실새내","2호선",37.511687,127.086162,9.0,"123000562,123000504,123000503,123000440,123000396,123000366,123000069,123000053,123000052",627
215,"잠실나루","2호선",37.520733,127.10379,2.0,"123000040,123000036",628
214,"강변(동서울터미널)","2호선",37.535095,127.094681,17.0,"277101942,277101909,104900129,104900104,104900103,104900099,104900097,104900077,104900038,104000289,104000288,104000280,104000279,104000277,104000276,104000183,104000069",629
213,"구의(광진구청)","2호선",37.537077,127.085916,9.0,"104900092,104900019,104900014,104000291,104000106,104000083,104000082,104000056,104000055",630
211,"성수","2호선",37.544581,127.055961,10.0,"103900298,103900257,103900233,103900215,103900083,103900048,103900044,103000512,103000181,103000138",631
210,"뚝섬","2호선",37.547184,127.047367,8.0,"103000140,103000139,103000137,103000136,103000135,103000134,103000081,103000080",632
209,"한양대","2호선",37.555273,127.043655,4.0,"103000513,103000505,103000031,103000030",633
207,"상왕십리","2호선",37.564354,127.029354,9.0,"103900198,103900197,103900114,103000509,103000150,103000016,103000015,103000005,103000004",634
202,"을지로입구","2호선",37.566014,126.982618,17.0,"277104376,161000470,161000469,161000358,161000349,101000312,101000311,101000303,101000277,101000246,101000148,101000141,101000119,101000058,101000057,101000041,101000040",635
201,"시청","2호선",37.5646515,126.9762495,19.0,"277104283,161000511,161000472,161000468,161000352,101900011,101900008,101000317,101000301,101000290,101000279,101000276,101000227,101000038,101000037,101000036,101000035,101000034,101000033",636
157,"제기동","1호선",37.578103,127.034893,7.0,"105000555,105000554,105000482,105000481,105000475,105000023,105000022",637
154,"종로5가","1호선",37.570926,127.001849,23.0,"277104578,101000123,101000122,100900191,100900107,100000405,100000396,100000395,100000394,100000358,100000338,100000337,100000120,100000117,100000116,100000112,100000111,100000110,100000109,100000101,100000083,100000082,100000081",638
152,"종각","1호선",37.570161,126.982923,26.0,"101000313,101000141,101000119,101000040,100900211,100900116,100900106,100000389,100000388,100000387,100000386,100000333,100000332,100000331,100000330,100000169,100000106,100000105,100000096,100000095,100000094,100000093,100000092,100000091,100000078,100000077",639
