stationid,stationname,stationno,lat,lon,nearbusstcnt,nearbusstno,id
9996,"미사","5호선",37.560927,127.193877,8.0,"227509530,227507060,227506970,227000683,227000660,227000514,227000506,227000074",1
9995,"강일","5호선",37.55749,127.17593,7.0,"124900060,124000469,124000461,124000407,124000402,124000368,124000367",2
4929,"김포공항","김포골드라인",37.5621255,126.801804,10.0,"115507770,115507760,115000930,115000928,115000639,115000637,115000617,115000602,115000298,115000297",3
4928,"고촌","김포골드라인",37.601243,126.770345,3.0,"232000562,232000432,232000356",4
4927,"풍무","김포골드라인",37.612488,126.732387,9.0,"232518340,232514320,232513540,232507000,232000864,232000429,232000359,232000325,232000304",5
4926,"사우(김포시청)","김포골드라인",37.620249,126.719731,21.0,"277102469,232519130,232519100,232514260,232514250,232512720,232509740,232508410,232000968,232000769,232000757,232000657,232000575,232000542,232000484,232000480,232000479,232000427,232000426,232000362,232000063",6
4925,"걸포북변","김포골드라인",37.63165,126.705975,10.0,"232001107,232000696,232000695,232000673,232000605,232000330,232000329,232000303,232000078,232000016",7
4924,"운양","김포골드라인",37.653867,126.68393,13.0,"277102734,277102332,232510550,232505260,232000863,232000727,232000726,232000079,232000050,232000048,232000047,232000010,232000004",8
4923,"장기","김포골드라인",37.643986,126.669017,8.0,"232000692,232000691,232000554,232000553,232000541,232000540,232000518,232000517",9
4922,"마산","김포골드라인",37.640732,126.644344,16.0,"232599999,232515850,232515440,232515050,232000919,232000918,232000834,232000832,232000784,232000783,232000781,232000777,232000009,232000008,232000007,232000006",10
4921,"구래","김포골드라인",37.645384,126.628633,12.0,"232517240,232517230,232512570,232511460,232000725,232000724,232000536,232000494,232000488,232000138,232000073,232000027",11
4920,"양촌","김포골드라인",37.642379,126.614309,4.0,"232000452,232000449,232000209,232000206",12
4815,"원시","서해선",37.302371,126.786691,8.0,"217000593,217000584,217000292,217000291,217000290,217000289,217000122,217000005",13
4814,"원곡","서해선",37.31321,126.796261,6.0,"217000716,217000715,217000652,217000530,217000286,217000193",14
4813,"초지","서해선",37.3201325,126.80703,4.0,"217000793,217000792,217000061,217000054",15
4812,"선부","서해선",37.334353,126.809904,11.0,"217000735,217000734,217000668,217000253,217000226,217000225,217000224,217000147,217000146,217000145,217000052",16
4811,"달미","서해선",37.348847,126.809409,4.0,"217000797,217000794,217000630,217000629",17
4810,"시흥능곡","서해선",37.369864,126.808573,10.0,"224001134,224001131,224001084,224001083,224000854,224000853,224000776,224000775,224000583,224000540",18
4809,"시흥시청","서해선",37.382223,126.805625,2.0,"224000586,224000538",19
4808,"신현","서해선",37.409008,126.788017,4.0,"224000592,224000532,224000027,224000025",20
4807,"신천","서해선",37.439066,126.786788,16.0,"224513710,224513700,224510180,224510090,224001054,224000977,224000976,224000972,224000971,224000936,224000935,224000525,224000445,224000347,224000340,224000299",21
4806,"시흥대야","서해선",37.450145,126.793041,15.0,"274000384,224513290,224513000,224001127,224001038,224001037,224000975,224000974,224000873,224000872,224000599,224000455,224000452,224000377,224000374",22
4805,"소새울","서해선",37.468467,126.797252,15.0,"277102376,211000217,211000211,211000183,211000179,211000178,211000167,211000166,211000157,211000152,211000151,211000012,211000011,211000009,211000008",23
4804,"소사","서해선",37.483016,126.7952315,12.0,"211000125,211000124,211000120,211000106,211000016,211000001,210000388,210000312,210000186,210000172,210000098,210000033",24
4713,"신설동","우이신설선",37.57563,127.024269333333,13.0,"105900029,105000553,105000552,105000487,105000486,105000485,105000426,105000077,105000019,105000018,105000008,100000191,100000147",25
4712,"보문","우이신설선",37.58528,127.019366,7.0,"107000230,107000202,107000201,107000200,107000199,107000090,107000089",26
4711,"성신여대입구(돈암)","우이신설선",37.5925395,127.0164785,17.0,"277104575,277104574,107900280,107900259,107900220,107900202,107900096,107900095,107900094,107000210,107000209,107000175,107000174,107000086,107000085,107000008,107000007",27
4710,"정릉","우이신설선",37.603133,127.013396,25.0,"107900325,107900324,107900323,107900322,107900321,107900320,107900272,107900271,107900268,107900263,107000515,107000268,107000266,107000234,107000171,107000170,107000169,107000168,107000162,107000080,107000079,107000030,107000029,107000028,107000027",28
4709,"북한산보국문","우이신설선",37.612072,127.008251,15.0,"107900278,107900243,107900241,107900233,107900133,107900066,107900002,107000519,107000518,107000229,107000228,107000076,107000075,107000074,107000073",29
4708,"솔샘","우이신설선",37.620238,127.013626,14.0,"108900250,108900248,108900155,108900029,108000368,108000367,108000198,108000197,108000138,108000137,108000136,108000135,108000134,108000133",30
4707,"삼양사거리","우이신설선",37.621337,127.020473,11.0,"108900249,108900242,108900238,108000132,108000131,108000083,108000082,108000077,108000076,108000075,108000074",31
4706,"삼양","우이신설선",37.626914,127.018106,11.0,"108900173,108900172,108900128,108900123,108900121,108900079,108900075,108900070,108900065,108000073,108000072",32
4705,"화계","우이신설선",37.634133,127.017511,20.0,"108900231,108900230,108900229,108900228,108900208,108900207,108900205,108900113,108900101,108900081,108000069,108000068,108000055,108000054,108000053,108000052,108000051,108000050,108000047,108000046",33
4704,"가오리","우이신설선",37.641537,127.016789,8.0,"108900236,108900235,108900234,108900233,108900093,108900054,108000035,108000034",34
4703,"4.19민주묘지","우이신설선",37.649502,127.013684,8.0,"109000135,108000370,108000190,108000023,108000022,108000021,108000020,108000019",35
4702,"솔밭공원","우이신설선",37.65603,127.013273,11.0,"109900105,109900102,109900063,109900040,109900037,109900032,109000134,109000133,109000116,109000115,108000018",36
4701,"북한산우이","우이신설선",37.662909,127.012706,18.0,"109000220,108900274,108900216,108900150,108900042,108000385,108000384,108000383,108000382,108000202,108000201,108000199,108000194,108000193,108000016,108000015,108000014,108000013",37
4615,"탑석","의정부선",37.733579,127.088704,13.0,"207511200,207511100,207511090,207000582,207000578,207000577,207000576,207000310,207000243,207000241,207000239,207000119,207000106",38
4614,"송산","의정부선",37.737279,127.087159,12.0,"207900016,207900006,207511340,207511330,207511320,207000581,207000579,207000516,207000515,207000514,207000454,207000243",39
4613,"어룡","의정부선",37.742802,127.085035,12.0,"207511280,207511260,207511030,207511020,207000580,207000251,207000250,207000249,207000147,207000128,207000112,207000111",40
4612,"곤제","의정부선",37.750471,127.083715,6.0,"277103545,277102475,274113262,207512190,207000583,207000505",41
4611,"효자","의정부선",37.754025,127.076902,10.0,"207512070,207512060,207000268,207000267,207000206,207000201,207000182,207000173,207000097,207000096",42
4610,"경기도청북부청사","의정부선",37.75059,127.071495,25.0,"274113260,207510860,207510850,207509460,207506180,207000621,207000554,207000553,207000552,207000551,207000399,207000289,207000288,207000205,207000204,207000203,207000202,207000144,207000143,207000132,207000131,207000099,207000098,207000095,207000094",43
4609,"새말","의정부선",37.748885,127.06362,13.0,"277102814,207510880,207510510,207000481,207000290,207000186,207000169,207000141,207000133,207000102,207000101,207000092,207000091",44
4608,"동오","의정부선",37.745271,127.056947,22.0,"274170126,274000220,274000219,207511360,207511350,207510280,207510270,207508430,207000614,207000613,207000594,207000423,207000240,207000200,207000190,207000187,207000168,207000165,207000164,207000140,207000135,207000134",45
4607,"의정부중앙","의정부선",37.743676,127.049565,13.0,"277102611,207512690,207511590,207509370,207509320,207000588,207000487,207000486,207000455,207000167,207000090,207000033,207000030",46
4606,"흥선","의정부선",37.743302,127.037023,11.0,"207502320,207000510,207000509,207000272,207000271,207000264,207000263,207000222,207000192,207000071,207000035",47
4605,"의정부시청","의정부선",37.739256,127.034781,8.0,"207509350,207509190,207000359,207000223,207000222,207000122,207000071,207000070",48
4604,"경전철의정부","의정부선",37.737202,127.043257,15.0,"207512120,207510780,207510770,207510430,207509660,207507680,207507670,207507660,207507650,207506150,207000600,207000408,207000121,207000120,207000104",49
4603,"범골","의정부선",37.728755,127.04353,15.0,"207512220,207512210,207512150,207512140,207512050,207512040,207512030,207510690,207510680,207510650,207510640,207000327,207000326,207000325,207000324",50
4602,"회룡","의정부선",37.724711,127.0472165,17.0,"207512560,207510620,207510180,207000638,207000637,207000636,207000635,207000634,207000633,207000598,207000329,207000328,207000207,207000069,207000053,207000018,207000004",51
4601,"발곡","의정부선",37.727048,127.052803,7.0,"207512640,207512630,207000502,207000501,207000018,207000017,207000005",52
4517,"전대.에버랜드","에버라인선",37.285342,127.219561,10.0,"228002142,228002141,228001161,228000399,228000398,228000397,228000396,228000392,228000391,228000388",53
4515,"둔전","에버라인선",37.267051,127.21364,12.0,"228002150,228001777,228001719,228001297,228001151,228001150,228001149,228000329,228000328,228000313,228000293,228000278",54
4514,"보평","에버라인선",37.258965,127.218457,2.0,"228001519,228001436",55
4513,"고진","에버라인선",37.24484,127.214251,6.0,"228003105,228002140,228001035,228000435,228000322,228000319",56
4512,"운동장.송담대","에버라인선",37.237845,127.209198,4.0,"228000427,228000418,228000321,228000320",57
4511,"김량장","에버라인선",37.237247,127.198781,8.0,"228001715,228001340,228001339,228001331,228001330,228000564,228000447,228000446",58
4510,"명지대","에버라인선",37.237964,127.190294,9.0,"228508980,228002972,228002138,228001338,228001337,228001333,228001332,228000776,228000748",59
4509,"시청.용인대","에버라인선",37.239151,127.178406,10.0,"277104666,277104651,277101982,228002261,228002099,228001743,228001522,228001365,228000779,228000745",60
4508,"삼가","에버라인선",37.242115,127.168075,10.0,"228525640,228525630,228003116,228003115,228002236,228001808,228001360,228001359,228000781,228000742",61
4506,"초당","에버라인선",37.260752,127.159443,6.0,"242502890,228002134,228000183,228000180,228000175,228000160",62
4505,"동백","에버라인선",37.269043,127.152716,10.0,"277103850,242502670,228003343,228003212,228002079,228002078,228001952,228001951,228000172,228000163",63
4504,"어정","에버라인선",37.274917,127.143714,4.0,"228001329,228001321,228000144,228000143",64
4503,"지석","에버라인선",37.269606,127.136515,14.0,"242502930,242502920,242502060,228521620,228521610,228003355,228003354,228003284,228003053,228002137,228002136,228001147,228000146,228000141",65
4502,"강남대","에버라인선",37.270161,127.126033,16.0,"277102191,242502070,242500980,228518890,228516990,228516600,228511060,228511050,228003285,228003039,228003029,228003012,228002983,228002982,228000694,228000684",66
4501,"기흥","에버라인선",37.275255,127.1162875,14.0,"242501400,242501370,242501360,242501030,228003219,228003217,228003216,228003183,228002259,228000696,228000683,228000682,228000485,228000440",67
4411,"관악산(서울대)","신림선",37.4691018,126.9450639,3.0,"277104695,120000058,120000041",68
4410,"서울대벤처타운","신림선",37.4720019,126.9339351,7.0,"120900128,120900091,120000078,120000063,120000056,120000055,120000044",69
4409,"서원","신림선",37.4782341,126.9330365,9.0,"120900203,120900103,120900100,120900069,120900057,120900048,120900039,120000053,120000046",70
4408,"신림","신림선",37.4845638,126.92966545,16.0,"120900192,120900171,120900170,120900089,120900012,120000421,120000393,120000392,120000241,120000052,120000051,120000048,120000047,120000018,120000009,119000314",71
4407,"당곡","신림선",37.4902998,126.9275133,13.0,"120900167,120900094,120900002,120000391,120000390,120000129,120000128,120000127,120000050,120000049,119900191,119900084,119000303",72
4406,"보라매병원","신림선",37.4929598,126.9234964,8.0,"120900167,120900166,120900002,119900272,119900191,119900087,119900084,119000123",73
4405,"보라매공원","신림선",37.4955691,126.9180827,8.0,"119900302,119900301,119900235,119900234,119900074,119900063,119000004,118000012",74
4404,"보라매","신림선",37.50007295,126.92043175,12.0,"119900308,119900279,119900278,119000051,119000050,119000005,118000578,118000255,118000220,118000219,118000172,118000013",75
4403,"서울지방병무청","신림선",37.5060464,126.9227083,23.0,"119900268,119900146,119900128,119900123,119900042,119900030,119000020,119000019,119000006,118900182,118900170,118900169,118900108,118900103,118900102,118000289,118000288,118000286,118000279,118000278,118000249,118000171,118000014",76
4402,"대방","신림선",37.51332395,126.92605425,17.0,"274000052,274000051,119900186,119900151,119000311,119000310,119000295,119000291,119000022,118000525,118000216,118000215,118000208,118000207,118000169,118000168,118000015",77
4401,"샛강","신림선",37.51718545,126.9289105,9.0,"277101895,274000051,119000311,119000310,118000594,118000592,118000069,118000068,118000066",78
4319,"광교(경기대)","신분당선(연장)",37.30211,127.044483,12.0,"203509600,203509580,203509560,203509250,203509220,203000444,203000442,203000440,203000428,203000425,203000261,203000260",79
4318,"광교중앙(아주대)","신분당선(연장)",37.288617,127.051478,12.0,"203509650,203509640,203000447,203000446,203000400,203000399,203000350,203000349,203000322,203000321,203000267,203000266",80
4317,"상현","신분당선(연장)",37.297664,127.069342,5.0,"228002010,228002009,228002008,203000287,203000286",81
4316,"성복","신분당선(연장)",37.313335,127.0801,12.0,"243502130,228003569,228001788,228001047,228001037,228000896,228000895,228000894,228000891,228000889,228000864,228000857",82
4315,"수지구청","신분당선(연장)",37.322702,127.095026,21.0,"243501450,243501440,243501430,243500110,228003509,228003508,228003507,228003375,228001675,228001052,228000977,228000976,228000975,228000948,228000947,228000946,228000920,228000919,228000913,228000912,228000911",83
4314,"동천","신분당선(연장)",37.337928,127.102976,14.0,"277103068,274113300,243502060,243502040,243501560,243501550,228003562,228003520,228003519,228002295,228002294,228001858,228000981,206000232",84
4313,"미금","신분당선(연장)",37.3500295,127.108914,13.0,"206512280,206511560,206000852,206000785,206000479,206000272,206000267,206000228,206000222,206000095,206000094,206000088,206000087",85
4312,"정자","신분당선",37.366546,127.1082365,11.0,"277104647,206513110,206000908,206000725,206000708,206000304,206000303,206000198,206000189,206000023,206000022",86
4311,"판교","신분당선",37.394761,127.111717,14.0,"206511660,206510900,206510570,206000795,206000778,206000775,206000683,206000682,206000681,206000680,206000679,206000637,206000635,206000233",87
4310,"청계산입구","신분당선",37.447211,127.055664,6.0,"277104178,277104177,121900320,121900319,121000981,121000962",88
4309,"양재시민의숲(매헌)","신분당선",37.470023,127.03842,10.0,"121900324,121900323,121001307,121001306,121000233,121000232,121000222,121000221,121000220,121000217",89
4308,"양재(서초구청)","신분당선",37.484143,127.0342775,21.0,"277104591,277104515,277102430,122900034,122900030,122900029,122000615,121900196,121900081,121900031,121000972,121000971,121000970,121000969,121000214,121000213,121000194,121000054,121000053,121000006,121000003",90
4307,"강남","신분당선",37.4974135,127.028008,24.0,"277102911,277101853,274103255,122900009,122000742,122000732,122000607,122000606,122000184,122000182,122000181,121900203,121900198,121900129,121900088,121000974,121000937,121000921,121000541,121000271,121000262,121000091,121000010,121000009",91
4306,"신논현","신분당선(연장2)",37.504598,127.02506,17.0,"277101814,122000733,122000661,122000183,122000163,122000022,122000021,121900218,121900210,121000943,121000942,121000941,121000940,121000117,121000116,121000096,121000014",92
4305,"논현","신분당선(연장2)",37.511093,127.021415,10.0,"122000023,122000017,122000016,121900246,121000526,121000525,121000115,121000114,121000107,121000016",93
4304,"신사","신분당선(연장2)",37.516334,127.020114,11.0,"122000631,122000617,122000011,122000010,122000009,122000008,121900121,121000948,121000110,121000109,121000015",94
4217,"영종","공항철도1호선",37.51202,126.524254,8.0,"277103434,277103433,274000101,274000100,161000621,161000566,161000561,161000560",95
4215,"인천공항2터미널","공항철도1호선",37.460699,126.441442,0.0,,96
4213,"인천공항1터미널","공항철도1호선",37.447464,126.452508,19.0,"161020571,161010565,161000752,161000613,161000568,161000536,161000535,161000344,161000343,161000326,161000325,161000324,161000204,161000203,161000202,161000032,161000031,161000030,129000083",97
4212,"공항화물청사","공항철도1호선",37.459041,126.477516,0.0,,98
4211,"운서","공항철도1호선",37.492904,126.49379,4.0,"161000309,161000258,161000257,161000242",99
4210,"청라국제도시","공항철도1호선",37.556409,126.624648,1.0,168001267,100
4209,"검암","공항철도1호선",37.568879,126.674847,4.0,"168001214,168001213,168001173,168000675",101
4208,"계양","공항철도1호선",37.5715555,126.73604,6.0,"167000584,167000520,167000461,167000449,167000382,167000381",102
4206,"마곡나루","공항철도1호선",37.5661605,126.827344,11.0,"115900282,115900259,115900254,115900243,115000937,115000936,115000921,115000918,115000899,115000898,115000645",103
4204,"디지털미디어시티","공항철도1호선",37.577004,126.9002265,16.0,"277103097,277103096,277102089,277101674,274115489,113000451,113000450,113000449,113000448,113000447,113000425,113000202,111000229,111000220,111000008,111000007",104
4203,"홍대입구","공항철도1호선",37.5573775,126.92594725,10.0,"113900301,113900300,113900248,113000506,113000504,113000422,113000421,113000414,113000133,112000061",105
4202,"공덕","공항철도1호선",37.5431416,126.9518544,23.0,"113900296,113900290,113900289,113900222,113900118,113900049,113900048,113000502,113000501,113000471,113000470,113000257,113000256,113000255,113000089,113000062,113000061,113000059,113000058,113000052,113000051,113000004,113000003",106
4201,"서울역","공항철도1호선",37.5551806666667,126.971275666667,17.0,"277101742,161000383,161000348,102000104,101900025,101900013,101000263,101000260,101000113,101000013,101000012,101000011,101000007,101000006,101000005,101000004,101000003",107
4138,"중앙보훈병원","9호선(연장)",37.529191,127.148739,7.0,"124900137,124900118,124000446,124000445,124000191,124000190,124000085",108
4137,"둔촌오륜","9호선(연장)",37.519683,127.137989,2.0,"124000087,123000145",109
4136,"올림픽공원(한국체대)","9호선(연장)",37.516235,127.1306055,4.0,"124000353,123000538,123000155,123000154",110
4135,"한성백제","9호선(연장)",37.516404,127.116503,7.0,"123000643,123000642,123000584,123000305,123000151,123000128,123000122",111
4134,"송파나루","9호선(연장)",37.510372,127.112216,8.0,"123000632,123000131,123000125,123000124,123000123,123000108,123000107,123000106",112
4133,"석촌","9호선(연장)",37.5053825,127.106936,8.0,"123000105,123000104,123000092,123000091,123000006,123000005,123000004,123000003",113
4132,"석촌고분","9호선(연장)",37.502558,127.097033,7.0,"123000094,123000090,123000089,123000088,123000081,123000080,123000079",114
4131,"삼전","9호선(연장)",37.504738,127.088025,8.0,"123000346,123000084,123000083,123000078,123000077,123000072,123000071,123000070",115
4130,"종합운동장","9호선(연장)",37.511224,127.0749895,6.0,"277101954,123000647,123000488,123000487,123000065,123000055",116
4129,"봉은사","9호선(연장)",37.514219,127.060245,11.0,"122900018,122900015,122000741,122000728,122000725,122000656,122000090,122000089,122000088,122000087,122000086",117
4128,"삼성중앙","9호선(연장)",37.513011,127.053282,3.0,"122000108,122000107,122000105",118
4127,"선정릉","9호선(연장)",37.510516,127.043838,10.0,"122000734,122000657,122000172,122000171,122000113,122000112,122000110,122000109,122000037,122000036",119
4126,"언주","9호선(연장)",37.507287,127.033868,12.0,"122000727,122000722,122000716,122000694,122000324,122000167,122000166,122000165,122000164,122000045,122000044,122000020",120
4124,"사평","9호선",37.504206,127.015259,6.0,"121900079,121900067,121900066,121900055,121000120,121000119",121
4123,"고속터미널","9호선",37.504746,127.004795666667,16.0,"121900251,121900248,121900201,121900074,121500040,121500030,121001317,121001316,121000977,121000932,121000144,121000143,121000139,121000137,121000020,121000019",122
4122,"신반포","9호선",37.503415,126.995925,6.0,"121900247,121900189,121900053,121001326,121000022,121000021",123
4121,"구반포","9호선",37.501364,126.987332,4.0,"277104627,121000978,121000024,121000023",124
4120,"동작(현충원)","9호선",37.502865,126.97925,13.0,"277103536,277103396,277103395,274195493,274195492,274000065,274000064,119000305,119000304,119000133,119000132,119000041,119000040",125
4119,"흑석(중앙대입구)","9호선",37.50877,126.963708,16.0,"119900326,119900286,119900100,119900045,119900033,119900018,119000280,119000279,119000128,119000103,119000102,119000101,119000035,119000034,119000033,119000032",126
4118,"노들","9호선",37.512887,126.953222,22.0,"277104626,277104625,277103398,274199051,274000053,119900254,119900208,119900185,119900164,119900156,119900134,119900131,119900066,119000300,119000299,119000294,119000290,119000064,119000063,119000029,119000028,119000014",127
4117,"노량진","9호선",37.5138415,126.9418575,11.0,"119900227,119900226,119900149,119900144,119900126,119000134,119000025,119000024,119000012,119000011,119000010",128
4115,"여의도","9호선",37.5217535,126.9241935,3.0,"118000203,118000071,118000070",129
4114,"국회의사당","9호선",37.528105,126.917874,8.0,"118000612,118000564,118000520,118000196,118000048,118000047,118000046,118000044",130
4113,"당산","9호선",37.534176,126.902788,17.0,"118900110,118900067,118900018,118900013,118900001,118000580,118000556,118000502,118000501,118000470,118000469,118000093,118000092,118000091,118000090,118000089,118000087",131
4112,"선유도","9호선",37.53802,126.893525,12.0,"118900163,118900162,118900161,118900133,118900063,118900014,118000339,118000135,118000128,118000127,118000126,118000125",132
4111,"신목동","9호선",37.544277,126.88308,10.0,"114000421,114000420,114000294,114000255,114000252,114000042,114000041,114000040,114000018,114000017",133
4110,"염창","9호선",37.546936,126.874916,10.0,"115900165,115900022,115900019,115900002,115000609,115000560,115000557,115000002,115000001,114000422",134
4109,"등촌","9호선",37.550632,126.865689,7.0,"115900281,115000605,115000076,115000004,114900082,114000399,114000028",135
4108,"증미","9호선",37.557402,126.861939,9.0,"115900048,115900031,115000616,115000615,115000159,115000158,115000157,115000156,115000146",136
4107,"가양","9호선",37.561391,126.854456,14.0,"115900174,115900169,115900154,115900147,115900044,115000890,115000610,115000163,115000162,115000161,115000160,115000040,115000039,115000038",137
4106,"양천향교","9호선",37.568381,126.841333,12.0,"115900130,115900095,115900050,115000256,115000235,115000212,115000173,115000172,115000171,115000130,115000129,115000128",138
4104,"신방화","9호선",37.567532,126.816601,7.0,"115900261,115900253,115000897,115000647,115000642,115000209,115000208",139
4103,"공항시장","9호선",37.563726,126.810678,12.0,"115000634,115000633,115000630,115000608,115000519,115000449,115000025,115000024,115000023,115000022,115000021,115000020",140
4101,"개화","9호선",37.578608,126.798153,6.0,"115000926,115000361,115000321,115000320,115000073,115000072",141
3763,"석남(거북시장)","7호선",37.50621075,126.67624215,10.0,"168000665,168000664,168000603,168000517,168000167,168000165,168000156,168000155,168000154,168000153",142
3762,"산곡","7호선",37.5086,126.7035277,11.0,"166000823,166000723,166000489,166000476,166000473,166000455,166000449,166000429,166000425,166000403,166000401",143
3761,"부평구청","7호선(인천)",37.5080936666667,126.720974666667,17.0,"166000897,166000841,166000839,166000550,166000546,166000542,166000540,166000530,166000529,166000525,166000524,166000492,166000467,166000466,166000465,166000464,166000463",144
3760,"굴포천","7호선(인천)",37.5069035,126.73181,14.0,"277103548,274195414,166000816,166000815,166000814,166000801,166000766,166000722,166000585,166000584,166000578,166000547,166000523,166000522",145
3759,"삼산체육관","7호선(인천)",37.5068255,126.7419715,17.0,"277103547,274107391,210000229,210000228,210000001,166000754,166000753,166000608,166000591,166000589,166000583,166000581,166000575,166000571,166000548,166000541,166000534",146
3758,"상동","7호선(인천)",37.5057975,126.753123,11.0,"277102372,210000328,210000327,210000324,210000255,210000211,210000194,210000193,210000192,210000157,210000009",147
3757,"부천시청","7호선(인천)",37.5045355,126.763589,8.0,"210000488,210000406,210000329,210000166,210000165,210000161,210000043,210000042",148
3756,"신중동","7호선(인천)",37.502934,126.77581,17.0,"210900002,210510930,210510920,210510910,210510900,210506390,210000613,210000612,210000453,210000385,210000384,210000169,210000168,210000164,210000163,210000107,210000105",149
3755,"춘의","7호선(인천)",37.5036565,126.787658,6.0,"210000358,210000345,210000183,210000174,210000080,210000077",150
3754,"부천종합운동장","7호선(인천)",37.5052,126.7969735,10.0,"212000058,212000048,212000001,210000378,210000095,210000079,210000078,210000025,210000024,210000007",151
3753,"까치울","7호선(인천)",37.5061685,126.8109345,6.0,"212000174,212000155,212000105,212000064,210000382,210000380",152
3227,"운연(서창)","인천2호선",37.440127,126.75997,5.0,"165001028,165001027,165000988,165000987,165000955",153
3226,"인천대공원","인천2호선",37.448769,126.752618,6.0,"165000577,165000543,165000442,165000424,165000421,165000419",154
3225,"남동구청","인천2호선",37.448161,126.736939,10.0,"165000814,165000813,165000635,165000554,165000553,165000497,165000354,165000353,165000306,165000304",155
3224,"만수","인천2호선",37.454911,126.732094,15.0,"165000592,165000454,165000452,165000451,165000443,165000440,165000438,165000435,165000431,165000429,165000410,165000408,165000405,165000401,165000390",156
3223,"모래내시장","인천2호선",37.45583,126.719298,11.0,"165000909,165000539,165000538,165000414,165000413,165000384,165000383,165000361,165000360,165000355,165000349",157
3222,"석천사거리","인천2호선",37.456805,126.709986,10.0,"165000747,165000589,165000536,165000535,165000364,165000363,165000359,165000334,165000333,165000320",158
3221,"인천시청","인천2호선",37.457048,126.7017245,7.0,"165000911,165000910,165000810,165000533,165000356,165000340,165000332",159
3220,"석바위시장","인천2호선",37.457611,126.692575,5.0,"163000470,163000415,163000384,163000378,163000377",160
3219,"시민공원(문화창작지대)","인천2호선",37.458335,126.681192,8.0,"163000523,163000522,163000469,163000389,163000387,163000359,163000357,163000344",161
3218,"주안","인천2호선",37.4650195,126.67942,21.0,"163000533,163000471,163000467,163000466,163000446,163000443,163000442,163000427,163000426,163000420,163000418,163000417,163000411,163000410,163000401,163000398,163000396,163000395,163000394,163000393,163000391",162
3217,"주안국가산단","인천2호선",37.473703,126.68113,5.0,"168000757,168000756,168000755,168000754,163000583",163
3216,"가재울","인천2호선",37.484192,126.683673,13.0,"168001303,168000065,168000064,168000062,168000058,168000057,168000055,168000047,168000046,168000041,168000040,168000035,168000034",164
3215,"인천가좌","인천2호선",37.4897,126.675208,5.0,"168000540,168000533,168000063,168000059,168000045",165
3214,"서부여성회관","인천2호선",37.500168,126.675795,12.0,"168000527,168000516,168000146,168000144,168000140,168000138,168000135,168000129,168000121,168000120,168000117,168000115",166
3212,"가정중앙시장","인천2호선",37.517054,126.676672,8.0,"168001204,168001203,168000530,168000234,168000233,168000227,168000219,168000215",167
3211,"가정(루원시티)","인천2호선",37.524649,126.675539,30.0,"168001099,168001098,168001097,168001083,168001082,168001081,168001080,168001079,168001077,168001076,168000982,168000981,168000980,168000947,168000597,168000260,168000258,168000252,168000251,168000250,168000245,168000244,168000243,168000242,168000241,168000240,168000239,168000238,168000237,168000231",168
3210,"서구청","인천2호선",37.543742,126.676787,8.0,"168001261,168001260,168001244,168000312,168000311,168000296,168000289,168000287",169
3209,"아시아드경기장(공촌사거리)","인천2호선",37.5517,126.677122,4.0,"168000608,168000344,168000331,168000330",170
3208,"검바위","인천2호선",37.561405,126.677566,5.0,"168000776,168000359,168000358,168000357,168000356",171
3206,"독정","인천2호선",37.585212,126.675844,10.0,"168000578,168000396,168000394,168000393,168000392,168000391,168000384,168000383,168000381,168000376",172
3205,"완정","인천2호선",37.592928,126.673203,10.0,"168001266,168000673,168000662,168000661,168000651,168000562,168000560,168000559,168000406,168000404",173
3204,"마전","인천2호선",37.597566,126.666998,3.0,"168000542,168000413,168000412",174
3203,"검단사거리","인천2호선",37.60185,126.657108,4.0,"168000434,168000432,168000427,168000426",175
3202,"왕길","인천2호선",37.59518,126.642696,4.0,"168000850,168000849,168000387,168000386",176
3201,"검단오류(검단산업단지)","인천2호선",37.594877,126.627178,6.0,"168001057,168000749,168000733,168000696,168000638,168000637",177
3139,"송도달빛축제공원","인천1호선",37.407143,126.62597,5.0,"164000718,164000717,164000716,164000715,164000698",178
3138,"국제업무지구","인천1호선",37.399907,126.630347,3.0,"164000621,164000620,164000619",179
3137,"센트럴파크","인천1호선",37.393054,126.634729,6.0,"164000613,164000574,164000563,164000515,164000514,164000398",180
3136,"인천대입구","인천1호선",37.386007,126.639484,11.0,"164000612,164000603,164000565,164000523,164000445,164000444,164000402,164000401,164000399,164000394,164000390",181
3135,"지식정보단지","인천1호선",37.378384,126.645168,8.0,"164000447,164000446,164000435,164000404,164000403,164000370,164000353,164000352",182
3134,"테크노파크","인천1호선",37.382268,126.656365,8.0,"165000857,164000732,164000731,164000351,164000005,164000004,164000003,164000002",183
3133,"캠퍼스타운","인천1호선",37.387855,126.661673,6.0,"164000719,164000489,164000436,164000388,164000017,164000016",184
3132,"동막","인천1호선",37.397878,126.674005,9.0,"164000338,164000053,164000050,164000049,164000040,164000039,164000038,164000036,164000035",185
3131,"동춘","인천1호선",37.404737,126.681015,8.0,"165000063,164000364,164000095,164000094,164000091,164000090,164000071,164000066",186
3130,"원인재","인천1호선",37.412691,126.6872585,12.0,"164000598,164000501,164000208,164000206,164000196,164000195,164000194,164000193,164000188,164000187,164000166,164000162",187
3129,"신연수","인천1호선",37.41804,126.693863,13.0,"164000295,164000290,164000281,164000263,164000258,164000257,164000253,164000249,164000247,164000246,164000238,164000237,164000233",188
